Job title,AI Impact,Tasks,AI models,AI_Workload_Ratio,Domain
Organizational Psychologist,10%,516,2072,0.249034749034749,Medical & Healthcare
Park Naturalist,10%,458,1818,0.2519251925192519,Hospitality
Physicist,10%,523,2359,0.221704111911827,Data & IT
Public Health Analyst,10%,852,3587,0.2375243936437134,Medical & Healthcare
Research Psychologist,10%,858,3432,0.25,Medical & Healthcare
Social Scientist,10%,856,3574,0.2395075545607163,Communication & PR
Banker,10%,994,4020,0.2472636815920398,Administrative & Clerical
Branch Manager,10%,945,3786,0.2496038034865293,Administrative & Clerical
Director Of Accounting,10%,834,3310,0.2519637462235649,Administrative & Clerical
Finance Director,10%,1094,4639,0.2358266867859452,Administrative & Clerical
Finance Executive,10%,1081,4390,0.2462414578587699,Leadership & Strategy
Inventory Manager,10%,981,4104,0.2390350877192982,Supply Chain & Logistics
Investment Consultant,10%,907,3642,0.2490389895661724,Leadership & Strategy
Lead Auditor,10%,807,3228,0.25,Administrative & Clerical
Management Accountant,10%,747,2895,0.2580310880829015,Leadership & Strategy
Mortgage Consultant,10%,713,2914,0.2446808510638297,Leadership & Strategy
Options Trader,10%,629,2631,0.2390725959711136,Leadership & Strategy
Payroll Consultant,10%,686,2912,0.235576923076923,Leadership & Strategy
Personal Banker,10%,655,2494,0.2626303127506014,Administrative & Clerical
Private Banker,10%,763,3501,0.2179377320765495,Administrative & Clerical
Project Accountant,10%,911,3889,0.2342504499871432,Administrative & Clerical
Proprietary Trader,10%,765,3470,0.2204610951008645,Leadership & Strategy
Regional Account Manager,10%,930,3842,0.2420614263404477,Leadership & Strategy
Reimbursement Manager,10%,740,3078,0.2404158544509421,Leadership & Strategy
Relationship Banker,10%,795,3364,0.2363258026159334,Administrative & Clerical
Senior Account Manager,10%,886,3793,0.2335881887687846,Administrative & Clerical
Senior Accountant,10%,765,3249,0.2354570637119113,Administrative & Clerical
Senior Finance Manager,10%,781,3525,0.2215602836879432,Administrative & Clerical
Geriatric Nursing Assistant,10%,447,2173,0.2057063966866083,Medical & Healthcare
Assistant General Manager,10%,981,4034,0.2431829449677739,Leadership & Strategy
Business Operations Specialist,10%,1110,4335,0.2560553633217993,Leadership & Strategy
Clinical Manager,10%,674,2864,0.2353351955307262,Medical & Healthcare
Real Estate Sales Agent,10%,959,4017,0.2387353746577047,Sales & Marketing
Community Association Manager,10%,895,3746,0.2389215162840363,Administrative & Clerical
Presenter,10%,1017,4474,0.227313366115333,Communication & PR
Forestry Technician,10%,270,854,0.3161592505854801,Hospitality
Grounds Manager,10%,351,1301,0.2697924673328209,Hospitality
Office Administrator,10%,1034,4099,0.2522566479629178,Administrative & Clerical
Information Technology Director,10%,1070,4155,0.2575210589651023,Data & IT
Assistant Dean,10%,906,3780,0.2396825396825397,Administrative & Clerical
Associate Dean,10%,905,3782,0.2392913802221047,Administrative & Clerical
Dean,10%,903,3756,0.2404153354632587,Administrative & Clerical
Gardener,10%,229,911,0.2513721185510428,Hospitality
Business Leader,10%,1080,4260,0.2535211267605634,Leadership & Strategy
Peer Mentor,10%,647,3001,0.2155948017327557,Administrative & Clerical
Artistic Director,10%,1125,5016,0.2242822966507177,Communication & PR
Design Director,10%,1076,4738,0.2271000422119037,Communication & PR
Sailing Instructor,10%,361,1629,0.2216083486801718,Hospitality
Personal Care Worker,10%,260,929,0.2798708288482239,Medical & Healthcare
Academic Director,10%,939,3837,0.2447224394057857,Administrative & Clerical
Chief Technology Officer,10%,1097,4185,0.2621266427718041,Data & IT
Food Handler,10%,347,1160,0.2991379310344828,Hospitality
Plant Manager,10%,522,2157,0.2420027816411682,Leadership & Strategy
Power Plant Operator,10%,290,1281,0.2263856362217018,Supply Chain & Logistics
Project Engineering Manager,10%,685,2876,0.2381780250347705,Leadership & Strategy
Reactor Operator,10%,216,1120,0.1928571428571428,Supply Chain & Logistics
Vp Of Engineering,10%,1090,4331,0.2516739782960055,Leadership & Strategy
Wastewater Treatment Operator,10%,333,1509,0.220675944333996,Supply Chain & Logistics
Water Treatment Plant Operator,10%,330,1512,0.2182539682539682,Supply Chain & Logistics
Manager Trainee,10%,1040,4010,0.2593516209476309,Leadership & Strategy
Office,10%,714,3367,0.212058212058212,Administrative & Clerical
Office Worker,10%,750,3441,0.2179598953792502,Administrative & Clerical
Summer Associate,10%,501,2296,0.218205574912892,Administrative & Clerical
Air Traffic Controller,10%,372,1553,0.2395363811976819,Supply Chain & Logistics
Bus Monitor,10%,439,1774,0.2474633596392333,Supply Chain & Logistics
Fleet Administrator,10%,805,3168,0.2541035353535353,Supply Chain & Logistics
Fleet Manager,10%,802,3163,0.2535567499209611,Supply Chain & Logistics
Flight Attendant,10%,409,1541,0.2654120700843608,Supply Chain & Logistics
Ordinary Seaman,10%,193,998,0.1933867735470942,Supply Chain & Logistics
Passenger Service Agent,10%,382,1900,0.2010526315789473,Supply Chain & Logistics
Ramp Agent,10%,313,1451,0.2157133011716057,Supply Chain & Logistics
Steward,10%,374,1839,0.2033713974986405,Supply Chain & Logistics
Terminal Manager,10%,806,3428,0.23512252042007,Supply Chain & Logistics
Toll Collector,10%,214,1074,0.1992551210428305,Supply Chain & Logistics
Beach Attendant,10%,448,1577,0.2840837032339885,Hospitality
Bellhop,10%,447,1642,0.2722289890377588,Hospitality
Bellman,10%,447,1642,0.2722289890377588,Hospitality
Busboy,10%,411,1533,0.2681017612524461,Hospitality
Busser,10%,421,1614,0.2608426270136307,Hospitality
Concierge,10%,961,4145,0.2318455971049457,Hospitality
Dietary Aide,10%,749,3220,0.2326086956521739,Hospitality
Doorman,10%,443,1559,0.2841565105837075,Hospitality
Hospice Chaplain,10%,371,1476,0.2513550135501355,Medical & Healthcare
Pharmaceutical,10%,596,2579,0.231097324544397,Medical & Healthcare
Activist,10%,887,3578,0.2479038569032979,Administrative & Clerical
Community Worker,10%,984,4335,0.2269896193771626,Administrative & Clerical
Federal Contractor,10%,756,2784,0.271551724137931,Administrative & Clerical
Government Contractor,10%,722,2689,0.2685013015991074,Administrative & Clerical
Assistant Athletic Director,10%,935,3701,0.252634423128884,Hospitality
Assistant Basketball Coach,10%,946,3606,0.2623405435385468,Hospitality
Assistant Coach,10%,945,3613,0.2615554940492665,Hospitality
Assistant Football Coach,10%,933,3585,0.2602510460251046,Hospitality
Assistant Soccer Coach,10%,933,3562,0.2619314991577765,Hospitality
Diver,10%,240,839,0.2860548271752086,Hospitality
Gym,10%,343,1235,0.2777327935222672,Hospitality
Licensed Massage Therapist,10%,348,1266,0.2748815165876777,Medical & Healthcare
Massage Therapist,10%,357,1459,0.2446881425633996,Medical & Healthcare
Performer,10%,874,3842,0.2274856845393024,Communication & PR
Public Address Announcer,10%,1082,4469,0.2421123293801745,Communication & PR
Radio,10%,961,4258,0.2256928135274777,Communication & PR
Speaker,10%,1128,4578,0.2463958060288335,Communication & PR
Central Office Technician,10%,615,2578,0.2385570209464701,Data & IT
Physician Liaison,10%,536,2357,0.2274077216801018,Medical & Healthcare
Primary Care Physician,10%,450,1872,0.2403846153846154,Medical & Healthcare
Psychiatrist,10%,499,2304,0.2165798611111111,Medical & Healthcare
Psychologist,10%,520,2350,0.2212765957446808,Medical & Healthcare
Psychotherapist,10%,531,2391,0.2220828105395232,Medical & Healthcare
Rheumatologist,10%,392,1663,0.2357185808779314,Medical & Healthcare
Speech Language Pathology Assistant,10%,799,3313,0.2411711439782674,Medical & Healthcare
Speech Pathologist,10%,803,3327,0.2413585813044785,Medical & Healthcare
Speech Pathology Assistant,10%,794,3300,0.2406060606060606,Medical & Healthcare
Crematory Operator,10%,169,618,0.273462783171521,Supply Chain & Logistics
Deckhand,10%,199,635,0.3133858267716535,Supply Chain & Logistics
Heavy Construction,10%,217,701,0.3095577746077033,Construction
Independent Adjuster,10%,528,1963,0.2689760570555272,Administrative & Clerical
Laborer,10%,201,615,0.3268292682926829,Construction
Landscape Laborer,10%,224,706,0.3172804532577903,Construction
Laundry Aide,10%,240,790,0.3037974683544304,Hospitality
Loader Operator,10%,206,717,0.2873082287308228,Supply Chain & Logistics
Locksmith,10%,246,844,0.2914691943127962,Construction
Logger,10%,188,626,0.3003194888178914,Construction
Lumberjack,10%,191,607,0.314662273476112,Construction
Mason,10%,233,826,0.2820823244552058,Construction
Master Electrician,10%,250,959,0.2606882168925964,Construction
Master Plumber,10%,239,901,0.2652608213096559,Construction
Mechanic Helper,10%,247,908,0.2720264317180617,Construction
Merchant Marine,10%,212,638,0.3322884012539185,Supply Chain & Logistics
Miner,10%,207,653,0.3169984686064318,Construction
Mover Helper,10%,246,752,0.3271276595744681,Construction
Plumber Helper,10%,185,855,0.2163742690058479,Construction
Rigger,10%,176,867,0.2029988465974625,Construction
Spotter,10%,241,910,0.2648351648351648,Construction
Tankerman,10%,225,951,0.2365930599369085,Supply Chain & Logistics
Teamster,10%,322,1482,0.2172739541160593,Supply Chain & Logistics
Zamboni Driver,10%,172,778,0.2210796915167095,Supply Chain & Logistics
Associate Pastor,10%,679,2966,0.2289278489548213,Administrative & Clerical
Camp Counselor,10%,947,3687,0.2568483862218605,Administrative & Clerical
Coach,10%,946,3620,0.2613259668508287,Hospitality
Mentor,10%,823,3619,0.227410886985355,Administrative & Clerical
Travel Consultant,10%,1072,4402,0.2435256701499318,Administrative & Clerical
Wedding Coordinator,10%,1006,4282,0.2349369453526389,Hospitality
Client Associate,10%,1170,4634,0.2524816573154941,Communication & PR
Client Service Associate,10%,1172,4636,0.2528041415012942,Communication & PR
Customer Service Associate,10%,1165,4624,0.2519463667820069,Communication & PR
Customer Service Operator,10%,1148,4585,0.250381679389313,Communication & PR
Customer Service Receptionist,10%,1150,4582,0.2509821038847665,Communication & PR
Customer Service Specialist,10%,1156,4590,0.2518518518518518,Communication & PR
Pbx Operator,10%,741,3424,0.2164135514018691,Communication & PR
Phone Operator,10%,729,3435,0.2122270742358078,Communication & PR
Service Representative,10%,752,3392,0.2216981132075471,Communication & PR
Telephone Operator,10%,724,3324,0.2178098676293622,Communication & PR
Ambassador,10%,782,3079,0.2539785644689834,Communication & PR
Brand Ambassador,10%,1202,5091,0.2361029267334511,Communication & PR
Brand Representative,10%,1194,5005,0.2385614385614385,Communication & PR
Marketing Representative,10%,1251,5064,0.2470379146919431,Sales & Marketing
Key Holder,10%,592,2335,0.2535331905781585,Sales & Marketing
Wholesaler,10%,917,3683,0.2489818083084442,Sales & Marketing
Aerial Lineman,10%,388,1594,0.2434127979924717,Construction
Architect,10%,988,3931,0.2513355380310353,Construction
Brick Mason,10%,229,1056,0.2168560606060606,Construction
Builder,10%,267,1206,0.2213930348258706,Construction
Building Inspector,10%,353,1510,0.2337748344370861,Construction
Concrete Finisher,10%,206,975,0.2112820512820512,Construction
Crane Operator,10%,217,1015,0.2137931034482758,Construction
Directional Driller,10%,237,1036,0.2287644787644787,Construction
Excavator,10%,222,1034,0.2147001934235976,Construction
Field Worker,10%,209,716,0.2918994413407821,Hospitality
Flagger,10%,214,683,0.3133235724743777,Construction
Claims Clerk,10%,903,3798,0.2377567140600316,Administrative & Clerical
Academic Tutor,10%,897,3887,0.2307692307692307,Administrative & Clerical
High School English Teacher,9%,902,3694,0.2441797509474824,Administrative & Clerical
High School History Teacher,9%,894,3684,0.2426710097719869,Administrative & Clerical
High School Math Teacher,8%,889,3663,0.2426972426972427,Administrative & Clerical
High School Science Teacher,8%,913,3726,0.2450348899624262,Administrative & Clerical
High School Spanish Teacher,8%,874,3629,0.2408376963350785,Administrative & Clerical
High School Teacher,8%,917,3784,0.2423361522198731,Administrative & Clerical
History Teacher,8%,896,3702,0.2420313344138303,Administrative & Clerical
History Tutor,8%,850,3613,0.2352615554940492,Administrative & Clerical
Infant Teacher,8%,705,2839,0.2483268756604438,Administrative & Clerical
Kindergarten Teacher,8%,836,3452,0.2421784472769409,Administrative & Clerical
Language Arts Teacher,8%,813,3448,0.2357888631090487,Administrative & Clerical
Latin Teacher,8%,731,3117,0.2345203721527109,Administrative & Clerical
Mandarin Teacher,8%,762,3230,0.2359133126934984,Administrative & Clerical
Math Instructor,7%,841,3540,0.2375706214689265,Administrative & Clerical
Math Tutor,7%,837,3542,0.2363071710897797,Administrative & Clerical
Middle School Science Teacher,7%,889,3644,0.2439626783754116,Administrative & Clerical
Middle School Teacher,7%,861,3600,0.2391666666666666,Administrative & Clerical
Montessori Teacher,7%,689,2885,0.2388214904679376,Administrative & Clerical
Music Teacher,7%,679,2832,0.2397598870056497,Administrative & Clerical
Orchestra Teacher,7%,768,3356,0.2288438617401668,Administrative & Clerical
Physical Education Teacher,6%,744,3252,0.2287822878228782,Administrative & Clerical
Physics Teacher,6%,743,3226,0.2303161810291382,Administrative & Clerical
Piano Teacher,6%,769,3735,0.2058902275769745,Administrative & Clerical
Postdoc,5%,717,3200,0.2240625,Data & IT
Pre K Teacher,5%,750,3377,0.2220906129700918,Administrative & Clerical
Preschool Teacher,5%,747,3241,0.230484418389386,Administrative & Clerical
Primary Teacher,5%,740,3331,0.2221555088561993,Administrative & Clerical
Private Tutor,5%,829,3513,0.2359806433247936,Administrative & Clerical
Professional Tutor,5%,829,3533,0.2346447778092273,Administrative & Clerical
Psychology Instructor,5%,746,3230,0.2309597523219814,Administrative & Clerical
Psychology Professor,5%,741,3226,0.2296962182269064,Administrative & Clerical
Psychology Teacher,5%,739,3215,0.229860031104199,Administrative & Clerical
Reader,5%,627,3148,0.1991740787801779,Administrative & Clerical
Reading Teacher,5%,781,3286,0.2376749847839318,Administrative & Clerical
Reading Tutor,5%,817,3482,0.2346352670878805,Administrative & Clerical
Religion Teacher,5%,721,3204,0.2250312109862671,Administrative & Clerical
Sat Tutor,5%,791,3447,0.2294749057151145,Administrative & Clerical
School Secretary,5%,595,2915,0.2041166380789022,Administrative & Clerical
Science Teacher,5%,735,3221,0.2281900031046259,Administrative & Clerical
Secondary Teacher,5%,736,3226,0.2281463112213267,Administrative & Clerical
Social Science Teacher,5%,704,3177,0.2215926975133774,Administrative & Clerical
Social Studies Teacher,5%,699,3145,0.2222575516693163,Administrative & Clerical
Spanish Teacher,5%,731,3322,0.220048163756773,Administrative & Clerical
Student Tutor,5%,780,3448,0.2262180974477958,Administrative & Clerical
Student Worker,5%,693,2739,0.253012048192771,Administrative & Clerical
Teaching Artist,5%,1026,4154,0.2469908521906596,Administrative & Clerical
Theater Teacher,5%,991,3924,0.2525484199796126,Administrative & Clerical
Theology Teacher,5%,907,3815,0.237745740498034,Administrative & Clerical
Tutor,5%,1033,4369,0.236438544289311,Administrative & Clerical
Welding Instructor,5%,624,2904,0.2148760330578512,Construction
Writing Tutor,5%,1014,4233,0.2395464209780297,Administrative & Clerical
Accompanist,5%,558,2355,0.2369426751592356,Communication & PR
Art Model,5%,704,2814,0.2501776830135039,Communication & PR
Choreographer,5%,860,3935,0.218551461245235,Communication & PR
Craftsman,5%,623,3046,0.2045305318450427,Communication & PR
DJ,5%,805,3413,0.2358628772341049,Communication & PR
Dance Instructor,5%,850,3783,0.2246893999471319,Communication & PR
Dance Teacher,5%,847,3762,0.2251461988304093,Communication & PR
Painter,5%,279,1486,0.1877523553162853,Communication & PR
Potter,5%,250,1422,0.1758087201125175,Communication & PR
Sculptor,5%,279,1482,0.1882591093117409,Communication & PR
Tattoo Artist,5%,382,1814,0.2105843439911797,Communication & PR
Voice Over Artist,5%,838,3505,0.2390870185449358,Communication & PR
Chiropractor,5%,473,1750,0.2702857142857143,Medical & Healthcare
Coroner,5%,456,1618,0.2818294190358467,Medical & Healthcare
Dental,5%,515,1855,0.2776280323450135,Medical & Healthcare
